客户id,登录账号,客户名称,分销关系关联时间,订单号,产品id,产品名称,实例id,实例首购时间,订单类型,订单时长（月）,支付时间,原价,应付金额,实付金额,项目ID,是否算评级业绩,评级业绩,消费账号数,不返佣原因,合同返佣比例,佣金比例,佣金金额,是否伙伴与客户协同的订单,退款订单对应的正向订单,客户类型,认证类型,注册时间,本产品大类是否有历史消费
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,ads_pre,云原生数据仓库AnalyticDB MySQL版（包年包月）,am-uf698jixb6o9t1tq7,2022-08-05 13:36:40,后付费,,2023-01-13 23:59:59,1.3468,1.2,1.2,,是,1.2,885,,,0.12,0.144,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,vod,视频点播,1803578248348322;CN,2018-09-07 11:26:26,后付费,,2023-01-18 23:59:59,0,0.01,0.01,,是,0.01,885,,,0.12,0.0012,否,,自己,1,2016-11-04 16:32:28,无
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,rds,关系型数据库RDS(包月),rm-uf6wy40p6b9vje551,2022-08-03 18:37:39,后付费,,2023-01-19 23:59:59,27.088,27.01,27.01,,是,27.01,885,,,0.12,3.2412,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,slb,传统型负载均衡CLB（按量付费）,lb-uf6780a5tjtwxq8qzbrds,2016-11-28 14:43:02,后付费,,2023-01-14 23:59:59,16.806,16.76,16.76,,是,16.76,885,,,0.12,2.0112,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,vod,视频点播,1803578248348322;CN,2018-09-07 11:26:26,后付费,,2023-01-26 23:59:59,0,0.03,0.03,,是,0.03,885,,,0.12,0.0036,否,,自己,1,2001-10-18 00:00:00,无
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,slb,传统型负载均衡CLB（按量付费）,lb-uf6780a5tjtwxq8qzbrds,2016-11-28 14:43:02,后付费,,2023-01-13 23:59:59,15.062,15.04,15.04,,是,15.04,885,,,0.12,1.8048,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,vod,视频点播,1803578248348322;AP2,2018-09-07 11:26:26,后付费,,2023-01-25 23:59:59,1.469,1.47,1.47,,是,1.47,885,,,0.12,0.1764,否,,自己,1,2001-10-18 00:00:00,无
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,vod,视频点播,1803578248348322;AP2,2018-09-07 11:26:26,后付费,,2023-01-26 23:59:59,0.097,0.09,0.09,,是,0.09,885,,,0.12,0.0108,否,,自己,1,2001-10-18 00:00:00,无
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,waf_captcha,验证码服务,waf_captcha-cn-v0h0tt0bp27,2018-10-15 10:11:51,后付费,,2023-01-23 23:59:59,10,10,10,,是,10,885,,,0.12,1.2,否,,自己,1,2001-10-18 00:00:00,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,slb,传统型负载均衡CLB（按量付费）,lb-uf6izcs2jo0yp9n0bqx01,2018-05-22 16:01:42,后付费,,2023-01-11 23:59:59,0.674,0.64,0.64,,是,0.64,885,,,0.12,0.0768,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,slb,传统型负载均衡CLB（按量付费）,lb-uf6k5a2bretvtmzorm0y9,2016-11-28 14:43:02,后付费,,2023-01-10 23:59:59,0.48,0.48,0.48,,是,0.48,885,,,0.12,0.0576,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,slb,传统型负载均衡CLB（按量付费）,lb-uf6kk5yxalha8b903yxuf,2016-12-28 20:57:49,后付费,,2023-01-26 23:59:59,0.48,0.48,0.48,,是,0.48,885,,,0.12,0.0576,否,,自己,1,2001-10-18 00:00:00,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,rds,关系型数据库RDS(包月),rm-uf6wy40p6b9vje551,2022-08-03 18:37:39,后付费,,2023-01-14 23:59:59,27.266,27.12,27.12,,是,27.12,885,,,0.12,3.2544,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,oss,对象存储OSS,cn-shanghai;standard,2018-03-26 12:36:50,后付费,,2023-01-25 23:59:59,7.899527,7.79,7.79,,是,7.79,885,,,0.12,0.9348,否,,自己,1,2001-10-18 00:00:00,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,sls,日志服务,1803578248348322;jincheng-actiontrail;actiontrail_jincheng_actiontrail;cn-hangzhou,2020-03-31 13:51:30,后付费,,2023-01-13 23:59:59,0.046191,0.04,0.04,,是,0.04,885,,,0.12,0.0048,否,,自己,1,2016-11-04 16:32:28,有
1803578248348322,金程云平台,上海金程教育培训有限公司,2016-11-04 16:32:28,,slb,传统型负载均衡CLB（按量付费）,lb-uf6x79d6358mdbb5mzwpz,2016-11-28 14:46:06,后付费,,2023-01-14 23:59:59,5.28,5.28,5.28,,是,5.28,885,,,0.12,0.6336,否,,自己,1,2016-11-04 16:32:28,有
